ID,Custom ID,Name,Date of Birth,Hometown,Current Position
1389,PER00236,Ông Y-Bih Alê-Ô,,,Ủy viên
1390,PER00237,Thượng Tọa Thích Đôn Hậu,,,Ủy viên
1391,PER00238,Ông Huỳnh Cương,,,Ủy viên
1392,PER00239,Sư Thúc Huỳnh Văn Trí,,,Ủy viên
1393,PER00240,Cụ Nguyễn Công Phương,,,Ủy viên
1394,PER00241,Cụ Võ Oanh,,,Ủy viên
1395,PER00242,Giáo Sư Lê Văn Giáp,,,Ủy viên
1396,PER00243,Thiếu Tá Huỳnh Thanh Mừng,,,Ủy viên
1397,PER00244,Ông Luy-Xiêng Phạm Ngọc Hùng,,,Ủy viên
1398,PER00245,Kỹ Sư Lâm Văn Tết,,,Ủy viên
1399,PER00246,Nữ Giáo Sư Nguyễn Đình Chi,,,Ủy viên
1400,PER00247,Ông Đặng Việt Châu,,,Phó Thủ tướng
1401,PER00248,Ông Võ Nguyên Giáp ( Phó Thủ Tướng Kiêm Chức ),,,Bộ trưởng  Bộ Quốc phòng
1402,PER00249,Ông Nguyễn Duy Trinh (Phó Thủ Tướng Kiêm Chức),,,Bộ trưởng  Bộ Ngoại giao
1403,PER00250,Ông Lê Thanh Nghị (Phó Thủ Tướng Kiêm Chức),,,Chủ nhiệm  Ủy ban Kế hoạch Nhà nước
1404,PER00251,Ông Nguyễn Hữu Mai,,,"Bộ trưởng, Phó Chủ nhiệm   Ủy ban Kế hoạch Nhà nước"
1405,PER00252,Ông Đinh Đức Thiện,,,Bộ trưởng phụ trách  Công tác Dầu khí
1406,PER00253,Ông Nguyễn Chấn,,,Bộ trưởng  Bộ Điện và Than
1407,PER00254,Ông Nguyễn Côn ( Phó Thủ Tướng Kiêm Chức),,,Bộ trưởng  Bộ Cơ khí và Luyện kim
1408,PER00255,Ông Đỗ Mười (Phó Thủ Tướng Kiêm Chức),,,Bộ trưởng  Bộ Xây dựng
1409,PER00256,Ông Dương Bạch Liên,,,Bộ trưởng  Bộ Giao thông vận tải
1410,PER00257,Ông Vũ Tuân,,,Bộ trưởng  Bộ Công nghiệp nhẹ
1411,PER00258,Ông Võ Thúc Đồng,,,Chủ nhiệm  Ủy ban Nông nghiệp Trung ương
1412,PER00259,Ông Nguyễn Thanh Bình,,,Bộ trưởng  Bộ Thủy lợi
1413,PER00260,Ông Đào Thiện Thi,,,Bộ trưởng  Bộ Tài chính
1414,PER00261,Ông Đặng Việt Châu (Phó Thủ Tướng Kiêm Chức),,,Tổng giám đốc  Ngân hàng Nhà nước Việt Nam
1415,PER00262,Ông Nguyễn Thọ Chân,,,Bộ trưởng  Bộ Lao động
1416,PER00263,Ông Tô Duy,,,Chủ nhiệm  Ủy ban Vật giá Nhà nước
1417,PER00264,Ông Vũ Văn Cẩn,,,Bộ trưởng  Bộ Y tế
1418,PER00265,Ông Dương Quốc Chính,,,Bộ trưởng  Bộ Thương binh và Xã hội
1419,PER00266,Ông Nguyễn Văn Lộc,,,Chủ nhiệm  Ủy ban Thanh tra của Chính phủ
1420,PER00267,Ông Đặng Thí,,,Chủ nhiệm  Ủy ban Thống nhất của Chính phủ
1421,PER00268,Ông Phan Mỹ,,,"Bộ trưởng, Chủ nhiệm  Văn phòng Phủ Thủ tướng"
1422,PER00269,Ông Trần Hữu Dực (Phó Thủ Tướng Kiêm Chức),,,Bộ trưởng  Phủ Thủ tướng
1423,PER00270,Ông Nguyễn Duy Trinh (Đến 2-1980),,,Phó Thủ tướng
1424,PER00271,Ông Võ Chí Công,,,Phó Thủ tướng
1425,PER00272,Ông Tố Hữu (Từ 2-1980),,,Phó Thủ tướng
1426,PER00273,Ông Nguyễn Lam (Từ 2-1980),,,Phó Thủ tướng
1427,PER00274,Ông Trần Quỳnh (Từ 1-1981),,,Phó Thủ tướng
1428,PER00275,Ông Trần Quốc Hoàn (Đến 2-1980),,,Bộ trưởng  Bộ Nội vụ
1429,PER00276,Ông Phạm Hùng (Phó Thủ Tướng Kiêm Chức Từ 2-1980),,,Bộ trưởng  Bộ Nội vụ
1430,PER00277,Ông Nguyễn Duy Trinh (Phó Thủ Tướng Kiêm Chức Đến 2-1980),,,Bộ trưởng  Bộ Ngoại giao
1431,PER00278,Ông Nguyễn Cơ Thạch,,,Bộ trưởng  Bộ Ngoại giao
1432,PER00279,Ông Nguyễn Cơ Thạch (Từ 2-1980),,,Bộ trưởng  Bộ Ngoại giao
1433,PER00280,Ông Võ Nguyên Giáp (Phó Thủ Tướng Kiêm Chức Đến 2-1980),,,Bộ trưởng  Bộ Quốc phòng
1434,PER00281,Ông Văn Tiến Dũng (Từ 2-1980),,,Bộ trưởng  Bộ Quốc phòng
1435,PER00282,Ông Lê Thanh Nghị (Phó Thủ Tướng Kiêm Chức Đến 2-1980),,,Chủ nhiệm  Ủy ban Kế hoạch Nhà nước
1436,PER00283,Ông Nguyễn Lam (Phó Thủ Tướng Kiêm Chức Từ 2-1980),,,Chủ nhiệm  Ủy ban Kế hoạch Nhà nước
1437,PER00284,Ông Nguyễn Hữu Mai (Đến 2-1980),,,"Bộ trưởng, Phó Chủ nhiệm   Ủy ban Kế hoạch Nhà nước"
1438,PER00285,Ông Trần Quỳnh (Từ 2-1980 Đến 1-1981),,,"Bộ trưởng, Phó Chủ nhiệm   Ủy ban Kế hoạch Nhà nước"
1439,PER00286,Ông Trần Phương (Từ 2-1980 Đến 1-1981),,,"Bộ trưởng, Phó Chủ nhiệm   Ủy ban Kế hoạch Nhà nước"
1440,PER00287,Ông Vũ Đại (Từ 1-1981),,,"Bộ trưởng, Phó Chủ nhiệm   Ủy ban Kế hoạch Nhà nước"
1441,PER00288,Ông Võ Thúc Đồng (Đến 7-1977),,,Bộ trưởng  Bộ Nông nghiệp
1442,PER00289,Ông Võ Chí Công (Phó Thủ Tướng Kiêm Chức Từ 7-1977 Đến 1979),,,Bộ trưởng  Bộ Nông nghiệp
1443,PER00290,Ông Nguyễn Ngọc Trìu (Từ 1979),,,Bộ trưởng  Bộ Nông nghiệp
1444,PER00291,Ông Hoàng Văn Kiểu (Đến 2-1977),,,Bộ trưởng  Bộ Lâm nghiệp
1445,PER00292,Ông Trần Kiên (Từ 2-1979 Đến 1-1981),,,Bộ trưởng  Bộ Lâm nghiệp
1446,PER00293,Ông Phan Xuân Đợt (Từ 1-1981),,,Bộ trưởng  Bộ Lâm nghiệp
1447,PER00294,Ông Nguyễn Thanh Bình (Đến 1-1981),,,Bộ trưởng  Bộ Thủy lợi
1448,PER00295,Ông Nguyễn Cảnh Dinh (Từ 1-1981),,,Bộ trưởng  Bộ Thủy lợi
1449,PER00296,Ông Nguyễn Côn (Đến 11-1977),,,Bộ trưởng  Bộ Cơ khí Luyện kim
1450,PER00297,Ông Nguyễn Văn Kha (Từ 11-1977),,,Bộ trưởng  Bộ Cơ khí Luyện kim
1451,PER00298,"Ông Nguyễn Chấn (Đến 1-1981, Khi Chia Tách Bộ)",,,Bộ trưởng  Bộ Điện và Than
1452,PER00299,"Ông Phạm Khai (Từ 1-1981, Khi Thành Lập Bộ)",,,Bộ trưởng  Bộ Điện lực
1453,PER00300,"Ông Nguyễn Chân (Từ 1-1981, Khi Thành Lập Bộ)",,,Bộ trưởng  Bộ Mỏ và Than
1454,PER00301,Ông Đỗ Mười (Phó Thủ Tướng Kiêm Chức Đến 11-1977),,,Bộ trưởng  Bộ Xây dựng
1455,PER00302,Ông Đồng Sĩ Nguyên (Từ 11-1977),,,Bộ trưởng  Bộ Xây dựng
1456,PER00303,Ông Vũ Tuân (Đến 2-1977),,,Bộ trưởng  Bộ Công nghiệp nhẹ
1457,PER00304,Ông Trần Hữu Dư (Từ 2-1977),,,Bộ trưởng  Bộ Công nghiệp nhẹ
1458,PER00305,Ông Ngô Minh Loan (Đến 4-1979),,,Bộ trưởng  Bộ Lương thực và Thực phẩm
1459,PER00306,Ông Hồ Viết Thắng (Từ 4-1979 Đến 1-1981),,,Bộ trưởng  Bộ Lương thực và Thực phẩm
1460,PER00307,"Ông Vũ Tuân (Từ 1-1981, Khi Thành Lập Bộ)",,,Bộ trưởng  Bộ Công nghiệp Thực phẩm
1461,PER00308,"Ông La Lâm Gia (Từ 1-1981, Khi Thành Lập Bộ)",,,Bộ trưởng  Bộ Lương thực
1462,PER00309,Ông Võ Chí Công (Phó Thủ Tướng Kiêm Chức Đến 2-1977),,,Bộ trưởng  Bộ Hải sản
1463,PER00310,Ông Nguyễn Quang Lâm (Từ 2 Đến 11-1977),,,Bộ trưởng  Bộ Hải sản
1464,PER00311,Ông Đỗ Chính (Từ 11-1977 Đến 1-1981),,,Bộ trưởng  Bộ Hải sản
1465,PER00312,Ông Nguyễn Tấn Trịnh (Từ 1-1981),,,Bộ trưởng  Bộ Hải sản
1466,PER00313,Ông Hoàng Quốc Thịnh (Đến 11-1977),,,Bộ trưởng  Bộ Nội thương
1467,PER00314,Ông Trần Văn Hiển (Từ 11-1977 Đến 1-1981),,,Bộ trưởng  Bộ Nội thương
1468,PER00315,Ông Trần Phương (Từ 1-1981),,,Bộ trưởng  Bộ Nội thương
1469,PER00316,Ông Đặng Việt Châu (Đến 2-1980),,,Bộ trưởng  Bộ Ngoại thương
1470,PER00317,Ông Lê Khắc (Từ 2-1980),,,Bộ trưởng  Bộ Ngoại thương
1471,PER00318,Ông Đào Thiện Thi (Đến 2-1977),,,Bộ trưởng  Bộ Tài Chính
1472,PER00319,Ông Hoàng Anh (Từ 2-1977),,,Bộ trưởng  Bộ Tài Chính
1473,PER00320,Ông Hoàng Anh (Đến 2-1977),,,Tổng giám đốc  Ngân hàng Nhà nước Việt Nam
1474,PER00321,Ông Trần Dương (Từ 2-1977 Đến 2-1981),,,Tổng giám đốc  Ngân hàng Nhà nước Việt Nam
1475,PER00322,Ông Nguyễn Duy Gia (Từ 2-1981),,,Tổng giám đốc  Ngân hàng Nhà nước Việt Nam
1476,PER00323,Ông Tô Duy (Đến 2-1981),,,Chủ nhiệm  Ủy ban Vật giá Nhà nước
1477,PER00324,Ông Đoàn Trọng Truyến (Từ 2-1981),,,Chủ nhiệm  Ủy ban Vật giá Nhà nước
1478,PER00325,Ông Nguyễn Thọ Chân (Đến 2-1981),,,Bộ trưởng  Bộ Lao động
1479,PER00326,Ông Đào Thiện Thi (Từ 2-1981),,,Bộ trưởng  Bộ Lao động
1480,PER00327,Ông Trần Sâm,,,Bộ trưởng  Bộ Vật tư
1481,PER00328,Ông Lê Quảng Ba (Đến 2-1977),,,Chủ nhiệm  Ủy ban Dân tộc của Chính phủ
1482,PER00329,Ông Vũ Lập (Từ 2-1977 Đến 6-1978),,,Chủ nhiệm  Ủy ban Dân tộc của Chính phủ
1483,PER00330,Ông Trần Đại Nghĩa (Đến 2-1977),,,Chủ nhiệm  Ủy ban Khoa học và Kỹ thuật Nhà nước
1484,PER00331,Ông Trần Quỳnh (Từ 2-1977 Đến 2-1980),,,Chủ nhiệm  Ủy ban Khoa học và Kỹ thuật Nhà nước
1485,PER00332,Ông Lê Khắc (Từ 2-1980),,,Quyền Chủ nhiệm  Ủy ban Khoa học và Kỹ thuật Nhà nước
1486,PER00333,Ông Nguyễn Văn Hiếu (Đến 1977),,,Bộ trưởng  Bộ Văn hóa
1487,PER00334,Ông Nguyễn Văn Hiếu (Sau Khi Thành Lập Bộ Mới Tiếp Tục Giữ Chức Bộ Trưởng),,,Bộ trưởng  Bộ Văn hoá và Thông tin
1488,PER00335,Ông Nguyễn Đình Tứ,,,Bộ trưởng  Bộ Đại học và Trung học chuyên nghiệp
1489,PER00336,Ông Dương Quốc Chính,,,Bộ trưởng  Bộ Thương binh và Xã hội
1490,PER00337,Ông Hà Kế Tấn (Đến 5-1978),,,Bộ trưởng phụ trách  Công trình Sông Đà
1491,PER00338,Ông Đặng Thí (Đến 2-1977),,,Bộ trưởng  Phủ Thủ tướng
1492,PER00339,Ông Vũ Tuân (Từ 2-1977 Đến 1-1981),,,Bộ trưởng  Phủ Thủ tướng
1493,PER00340,Ông Đặng Việt Châu (Từ 1-1981),,,Bộ trưởng  Phủ Thủ tướng
1494,PER00341,Ông Trần Quang Huy (Đến 2-1980),,,"Bộ trưởng phụ trách  Công tác Văn hóa, Giáo dục ở Phủ Thủ tướng"
1495,PER00342,Ông Trần Đại Nghĩa (Từ 4-1977),,,Bộ trưởng phụ trách  Viện Khoa học Việt Nam
1496,PER00343,Ông Trần Quang Huy (Từ 2-1980),,,"Bộ trưởng, Chủ nhiệm  Ủy ban Pháp chế của Chính phủ"
1497,PER00344,"Ông Huỳnh Tấn Phát (Phó Thủ Tướng Kiêm Chức Từ 1979, Sau Khi Thành Lập Ủy Ban)",,,Chủ nhiệm  Ủy ban Xây dựng Cơ bản Nhà nước
1498,PER00345,Ông Tố Hữu (Đến 6-1986),,,Phó Chủ tịch Hội đồng Bộ trưởng
1499,PER00346,Ông Huỳnh Tấn Phát (Đến 6-1982),,,Phó Chủ tịch Hội đồng Bộ trưởng
1500,PER00347,Ông Võ Chí Công (Đến 4-1982 Và Từ 6-1986),,,Phó Chủ tịch Hội đồng Bộ trưởng
1501,PER00348,Ông Nguyễn Lam (Đến 4-1982),,,Phó Chủ tịch Hội đồng Bộ trưởng
1502,PER00349,Ông Trần Quỳnh (Đến 2-1987),,,Phó Chủ tịch Hội đồng Bộ trưởng
1503,PER00350,Ông Võ Văn Kiệt (Từ 4-1982),,,Phó Chủ tịch Hội đồng Bộ trưởng
1504,PER00351,Ông Đồng Sĩ Nguyên (Từ 4-1982),,,Phó Chủ tịch Hội đồng Bộ trưởng
1505,PER00352,Ông Vũ Đình Liệu (Từ 4-1982 Đến 2-1987),,,Phó Chủ tịch Hội đồng Bộ trưởng
1506,PER00353,Ông Trần Phương (Từ 4-1982 Đến 1-1986),,,Phó Chủ tịch Hội đồng Bộ trưởng
1507,PER00354,Ông Nguyễn Cơ Thạch (Từ 2-1987),,,Phó Chủ tịch Hội đồng Bộ trưởng
1508,PER00355,Ông Nguyễn Ngọc Trìu (Từ 2-1987),,,Phó Chủ tịch Hội đồng Bộ trưởng
1509,PER00356,Ông Trần Đức Lương (Đến 2-1987),,,Phó Chủ tịch Hội đồng Bộ trưởng
1510,PER00357,Ông Nguyễn Khánh (Từ 2-1987),,,Phó Chủ tịch Hội đồng Bộ trưởng
1511,PER00358,Ông Đoàn Duy Thành (Từ 2-1987),,,Phó Chủ tịch Hội đồng Bộ trưởng
1512,PER00359,Ông Nguyễn Văn Chính (Chín Cần) (Từ 2-1987),,,Phó Chủ tịch Hội đồng Bộ trưởng
1513,PER00360,Ông Đặng Thí (Đến 4-1982),,,"Bộ trưởng, Tổng Thư ký  Hội đồng Bộ trưởng"
1514,PER00361,Ông Nguyễn Hữu Thụ (Từ 4-1982 Đến 5-1984),,,"Bộ trưởng, Tổng Thư ký  Hội đồng Bộ trưởng"
1515,PER00362,Ông Đoàn Trọng Truyến (Từ 5-1984 Đến 2-1987),,,"Bộ trưởng, Tổng Thư ký  Hội đồng Bộ trưởng"
1516,PER00363,"Ông Nguyễn Khánh (Phó Chủ Tịch Hđbt Kiêm Chức, Từ 2-1987)",,,"Bộ trưởng, Tổng Thư ký  Hội đồng Bộ trưởng"
1517,PER00364,Ông Phạm Hùng (Phó Chủ Tịch Hđbt Kiêm Chức Đến 2-1987),,,Bộ trưởng  Bộ Nội vụ
1518,PER00365,Ông Mai Chí Thọ (Từ 2-1987),,,Bộ trưởng  Bộ Nội vụ
1519,PER00366,Ông Văn Tiến Dũng (Đến 2-1987),,,Bộ trưởng  Bộ Quốc phòng
1520,PER00367,Ông Lê Đức Anh (Từ 2-1987),,,Bộ trưởng  Bộ Quốc phòng
1521,PER00368,Ông Võ Đông Giang (Từ 3-1983),,,Bộ trưởng Biệt phái  Bộ Ngoại giao
1522,PER00369,Ông Nguyễn Lam (Phó Chủ Tịch Hđbt Kiêm Chức Đến 4-1982),,,Chủ nhiệm  Ủy ban Kế hoạch  Nhà nước
1523,PER00370,Ông Võ Văn Kiệt (Phó Chủ Tịch Hđbt Kiêm Chức Từ 4-1982),,,Chủ nhiệm  Ủy ban Kế hoạch  Nhà nước
1524,PER00371,Ông Vũ Đại,,,"Bộ trưởng, Phó Chủ nhiệm   Ủy ban Kế hoạch  Nhà nước"
1525,PER00372,Ông Hoàng Quy (Từ 10-1983 Đến 2-1987),,,"Bộ trưởng, Phó Chủ nhiệm thứ nhất   Ủy ban Kế hoạch  Nhà nước"
1526,PER00373,Ông Đậu Ngọc Xuân (Từ 2-1987),,,"Bộ trưởng, Phó Chủ nhiệm thứ nhất   Ủy ban Kế hoạch  Nhà nước"
1527,PER00374,"Ông Huỳnh Tấn Phát (Phó Chủ Tịch Hđbt Kiêm Chức, Đến 6-1982)",,,Chủ nhiệm  Ủy ban Xây dựng cơ bản Nhà nước
1528,PER00375,Ông Đỗ Quốc Sam (Đến 10-1982),,,Chủ nhiệm  Ủy ban Xây dựng cơ bản Nhà nước
1529,PER00376,Ông Lê Khắc (Đến 4-1982),,,Chủ nhiệm  Ủy ban Khoa học và Kỹ thuật Nhà nước
1530,PER00377,Ông Đặng Hữu (Từ 4-1982),,,Chủ nhiệm  Ủy ban Khoa học và Kỹ thuật Nhà nước
1531,PER00378,Ông Trần Nam Trung (Đến 4-1982),,,"Chủ nhiệm  Ủy ban Thanh tra của Chính phủ (từ tháng 5-1984, đổi là Thanh tra Nhà nước)"
1532,PER00379,Ông Bùi Quang Tạo (Từ 4-1982 Đến 2-1987),,,"Chủ nhiệm  Ủy ban Thanh tra của Chính phủ (từ tháng 5-1984, đổi là Thanh tra Nhà nước)"
1533,PER00380,"Ông Nguyễn Văn Chính (Chín Cần) (Phó Chủ Tịch Hđbt Kiêm Chức, Từ 2-1987)",,,"Chủ nhiệm  Ủy ban Thanh tra của Chính phủ (từ tháng 5-1984, đổi là Thanh tra Nhà nước)"
1534,PER00381,"Ông Hoàng Văn Kiểu (Đến 2-1987, Khi Giải Thể Uỷ Ban)",,,Chủ nhiệm  Uỷ ban Dân tộc của Chính phủ
1535,PER00382,Ông Đoàn Trọng Truyến (Đến 5-1984),,,Chủ nhiệm  Ủy ban Vật giá Nhà nước
1536,PER00383,"Ông Phan Văn Tiệm (Từ 5-1984 Là Quyền Chủ Nhiệm, Từ 2-1987 Là Chủ Nhiệm)",,,Chủ nhiệm  Ủy ban Vật giá Nhà nước
1537,PER00384,Ông Hoàng Anh (Đến 4-1982),,,Bộ trưởng  Bộ Tài chính
1538,PER00385,Ông Chu Tam Thức (Từ 4-1982 Đến 6-1986),,,Bộ trưởng  Bộ Tài chính
1539,PER00386,Ông Vũ Tuân (Từ 6-1986 Đến 2-1987),,,Bộ trưởng  Bộ Tài chính
1540,PER00387,Ông Hoàng Quy (Từ 2-1987),,,Bộ trưởng  Bộ Tài chính
1541,PER00388,Ông Lữ Minh Châu (Từ 6-1986),,,Tổng giám đốc  Ngân hàng Nhà nước Việt Nam
1542,PER00389,Ông Nguyễn Duy Gia (Đến 6-1986),,,Tổng giám đốc  Ngân hàng Nhà nước Việt Nam
1543,PER00390,Ông Trần Sâm (Đến 4-1982),,,Bộ trưởng   Bộ Vật tư
1544,PER00391,Ông Hoàng Đức Nghi (Từ 4-1982),,,Bộ trưởng   Bộ Vật tư
1545,PER00392,"Ông Đào Thiện Thi (Đến 2-1987, Khi Sát Nhập Bộ Lao Động Và Bộ Thương Binh Xã Hội Thành Bộ Mới)",,,Bộ trưởng  Bộ Lao động
1546,PER00393,Ông Đồng Sĩ Nguyên (Đến 4-1982),,,Bộ trưởng  Bộ Xây dựng
1547,PER00394,Ông Phan Ngọc Tường (Từ 4-1982),,,Bộ trưởng  Bộ Xây dựng
1548,PER00395,Ông Đinh Đức Thiện (Đến 4-1982),,,Bộ trưởng  Bộ Giao thông vận tải
1549,PER00396,"Ông Đồng Sĩ Nguyên (Phó Chủ Tịch Hđbt Kiêm Chức, Từ 4-1982 Đến 6-1986)",,,Bộ trưởng  Bộ Giao thông vận tải
1550,PER00397,Ông Bùi Danh Lưu (Từ 6-1986),,,Bộ trưởng  Bộ Giao thông vận tải
1551,PER00398,Ông Nguyễn Văn Kha (Đến 2-1987),,,Bộ trưởng  Bộ Cơ khí Luyện kim
1552,PER00399,Ông Phan Thanh Liêm (Từ 2-1987),,,Bộ trưởng  Bộ Cơ khí Luyện kim
1553,PER00400,Ông Nguyễn Trân (Đến 6-1986),,,Bộ trưởng  Mỏ và Than
1554,PER00401,Ông Phạm Khai (Từ 2-1987),,,Bộ trưởng  Bộ Điện lực
1555,PER00402,Ông Trần Hữu Dư (Đến 4-1982),,,Bộ trưởng  Bộ Công nghiệp nhẹ
1556,PER00403,Ông Nguyễn Chí Vu (Từ 4-1982 Đến 2-1987),,,Bộ trưởng  Bộ Công nghiệp nhẹ
1557,PER00404,Ông Vũ Tuân (Từ 2-1987),,,Bộ trưởng  Bộ Công nghiệp nhẹ
1558,PER00405,Ông Vũ Tuân (Đến 6-1982),,,Bộ trưởng  Bộ Công nghiệp thực phẩm
1559,PER00406,Ông Nguyễn Ngọc Trìu (Từ 2-1987 Là Phó Chủ Tịch Hđbt Kiêm Chức),,,Bộ trưởng  Bộ Nông nghiệp
1560,PER00407,Ông Phan Xuân Đợt,,,Bộ trưởng  Bộ Lâm nghiệp
1561,PER00408,Ông Nguyễn Cảnh Dinh,,,Bộ trưởng  Bộ Thủy lợi
1562,PER00409,Ông Nguyễn Tấn Trịnh,,,Bộ trưởng  Bộ Thủy sản
1563,PER00410,Ông Nguyễn Văn Chính (Chín Cần) (Từ 6-1984 Đến 2-1987),,,Bộ trưởng  Bộ Lương thực
1564,PER00411,Ông La Lâm Gia (Đến 6-1984),,,Bộ trưởng  Bộ Lương thực
1565,PER00412,Ông Trần Phương (Đến 4-1982),,,Bộ trưởng  Bộ Nội thương
1566,PER00413,Ông Lê Đức Thịnh (Từ 4-1982 Đến 6-1986),,,Bộ trưởng  Bộ Nội thương
1567,PER00414,Ông Hoàng Minh Thắng (Từ 6-1986),,,Bộ trưởng  Bộ Nội thương
1568,PER00415,Ông Lê Khắc (Đến 6-1986),,,Bộ trưởng  Bộ Ngoại thương
1569,PER00416,Ông Đoàn Duy Thành (Từ 6-1986),,,Bộ trưởng  Bộ Ngoại thương
1570,PER00417,Ông Nguyễn Văn Hiếu (Đến 6-1986),,,Bộ trưởng  Bộ Văn hóa
1571,PER00418,Ông Trần Văn Phác (Đến 2-1987),,,Bộ trưởng  Bộ Văn hóa
1572,PER00419,Ông Vũ Văn Cẩn (Đến 4-1982),,,Bộ trưởng  Bộ Y tế
1573,PER00420,Ông Đặng Hồi Xuân (Từ 4-1982),,,Bộ trưởng  Bộ Y tế
1574,PER00421,Bà Nguyễn Thị Bình (Đến 2-1987),,,Bộ trưởng  Bộ Giáo dục
1575,PER00422,Ông Phạm Minh Hạc (Từ 2-1987),,,Bộ trưởng  Bộ Giáo dục
1576,PER00423,Ông Nguyễn Đình Tứ (Đến 2-1987),,,Bộ trưởng  Bộ Đại học và Trung học chuyên nghiệp
1577,PER00424,Ông Trần Hồng Quân (Từ 2-1987),,,Bộ trưởng  Bộ Đại học và Trung học chuyên nghiệp
1578,PER00425,Ông Dương Quốc Chính (Đến 4-1982),,,Bộ trưởng  Bộ Thương binh và Xã hội
1579,PER00426,Ông Song Hào (Từ 4-1982 Đến 2-1987),,,Bộ trưởng  Bộ Thương binh và Xã hội
1580,PER00427,Ông Phan Hiền,,,Bộ trưởng  Bộ Tư pháp
1581,PER00428,Ông Đặng Thí (Đến 4-1982),,,Chủ nhiệm  Văn phòng Hội đồng Bộ trưởng
1582,PER00429,Ông Nguyễn Hữu Thụ (Từ 4-1982 Đến 5-1984),,,Chủ nhiệm  Văn phòng Hội đồng Bộ trưởng
1583,PER00430,Ông Đoàn Trọng Truyến (Từ 5-1984 Đến 2-1987),,,Chủ nhiệm  Văn phòng Hội đồng Bộ trưởng
1584,PER00431,Ông Hồ Ngọc Nhường (Từ 4-1987),,,Chủ nhiệm  Văn phòng Hội đồng Bộ trưởng
1585,PER00432,"Ông Trần Hoàn (Từ 2-1987, Khi Giải Thể Ủy Ban Phát Thanh Và Truyền Hình, Thành Lập Bộ Thông Tin)",,,Bộ trưởng  Bộ Thông tin
1586,PER00433,"Ông Nguyễn Công Tạn (Từ 2-1987, Khi Sáp Nhập 3 Bộ Nông Nghiệp, Công Nghiệp Thực Phẩm Và Lương Thực,",,,Bộ trưởng  Bộ Nông nghiệp và Công nghiệp thực phẩm
1587,PER00434,"Ông Vũ Ngọc Hải ( Từ 2-1987, Khi Sáp Nhập 2 Bộ: Bộ Điện Lực, Mỏ Than, Thành Lập Bộ Mới )",,,Bộ trưởng  Bộ Năng Lượng
1588,PER00435,"Ông Nguyễn Kỳ Cẩm (Từ 2-1987, Khi Sáp Nhập 2 Bộ: Bộ Lao Động Và Bộ Thương Binh Xã Hội, Thành Lập Bộ",,,Bộ trưởng  Bộ Lao động - Thương binh và Xã hội
1589,PER00436,Ông Phạm Hùng (Đến 10-3-1988 Vì Từ Trần),,,Chủ tịch Hội đồng Bộ trưởng
1590,PER00437,Ông Võ Văn Kiệt (Từ 8-1991),,,Chủ tịch Hội đồng Bộ trưởng
1591,PER00438,Ông Đỗ Mười (Từ 6-1988 Đến 7-1991),,,Chủ tịch Hội đồng Bộ trưởng
1592,PER00439,Ông Võ Văn Kiệt (Từ 3-1988 Đến 6-1988),,,Quyền Chủ tịch Hội đồng Bộ trưởng
1593,PER00440,Ông Võ Văn Kiệt (Từ 6-1987 Đến 8-1991),,,Phó Chủ tịch thứ nhất Hội đồng Bộ trưởng
1594,PER00441,Ông Phan Văn Khải (Từ 8-1991),,,Phó Chủ tịch thứ nhất Hội đồng Bộ trưởng
1595,PER00442,Ông Nguyễn Cơ Thạch (Đến 8-1991),,,Phó Chủ tịch Hội đồng Bộ trưởng
1596,PER00443,Ông Võ Nguyên Giáp (Đến 8-1991),,,Phó Chủ tịch Hội đồng Bộ trưởng
1597,PER00444,Ông Nguyễn Khánh,,,Phó Thủ tướng
1598,PER00445,Ông Trần Đức Lương,,,Phó Thủ tướng
1599,PER00446,Ông Nguyễn Ngọc Trìu (Đến 5-1988),,,Phó Chủ tịch Hội đồng Bộ trưởng
1600,PER00447,Ông Nguyễn Văn Chính (Chín Cần) (Đến 5-1988),,,Phó Chủ tịch Hội đồng Bộ trưởng
1601,PER00448,Ông Đoàn Duy Thành (Đến 5-1988),,,Phó Chủ tịch Hội đồng Bộ trưởng
1602,PER00449,Ông Đồng Sĩ Nguyên (Đến 8-1991),,,Phó Chủ tịch Hội đồng Bộ trưởng
1603,PER00450,Ông Nguyễn Khánh (Phó Chủ Tịch Hđbt Kiêm Chức),,,Tổng thư ký Hội đồng Bộ trưởng
1604,PER00451,Ông Lê Đức Anh (Đến 7-1991),,,Bộ trưởng  Bộ Quốc phòng
1605,PER00452,Ông Đoàn Khuê (Từ 8-1991),,,Bộ trưởng  Bộ Quốc phòng
1606,PER00453,Ông Nguyễn Cơ Thạch (Phó Chủ Tịch Hđbt Kiêm Chức Đến 7-1991),,,Bộ trưởng   Bộ Ngoại giao
1607,PER00454,Ông Nguyễn Mạnh Cầm (Từ 8-1991),,,Bộ trưởng   Bộ Ngoại giao
1608,PER00455,Ông Mai Chí Thọ (Đến 7-1991),,,Bộ trưởng  Bộ Nội vụ
1609,PER00456,Ông Bùi Thiện Ngộ (Từ 8-1991),,,Bộ trưởng  Bộ Nội vụ
1610,PER00457,Ông Võ Văn Kiệt (Phó Chủ Tịch Hđbt Kiêm Chức Đến 3-1988),,,Chủ nhiệm  Ủy ban Kế hoạch Nhà nước
1611,PER00458,Ông Đậu Ngọc Xuân (Từ 3-1988 Đến 3-1989),,,Chủ nhiệm  Ủy ban Kế hoạch Nhà nước
